outer_width,inner_width,outer_height,inner_height,mass,deflection,rotation,Iy,Ix,A,m,j,sigma_y,norm_mass,norm_deflection,norm_rotation,composite_score
0.04,0.03399999999999998,0.09,0.06899999999999995,9.649530000000022,0.004705563338746125,0.15690535530126573,2.540020000000006e-07,1.4992245000000022e-06,0.001254000000000003,9.649530000000022,5.763707129262505e-07,21898466.50718418,0.8937198067632742,0.8031781754318431,0.1608091055436658,4.448324876697175
0.04,0.03399999999999998,0.09,0.06999999999999995,9.387900000000021,0.00483805864241627,0.15671962220315463,2.507266666666673e-07,1.458166666666669e-06,0.0012200000000000028,9.387900000000021,5.770537870472022e-07,22515065.150302853,0.8115942028985389,0.8926108594248311,0.16055844989029702,4.380562777435577
0.04,0.03399999999999998,0.09,0.07099999999999995,9.126270000000023,0.004982415430651443,0.15662091362443592,2.474513333333339e-07,1.415918833333336e-06,0.001186000000000003,9.126270000000023,5.774174687410804e-07,23186864.054001167,0.7294685990338042,0.9900498981444202,0.16042523796660937,4.328930831356862
0.04,0.03499999999999998,0.09,0.06599999999999995,9.926550000000022,0.004432817359893678,0.18141303163897207,2.441875000000006e-07,1.5914700000000023e-06,0.001290000000000003,9.926550000000022,4.98506919155136e-07,20629177.741333455,0.9806763285024057,0.6190780280198598,0.19388338087451762,4.374068422421454
0.04,0.03499999999999998,0.09,0.06699999999999995,9.657225000000023,0.0045432839508524865,0.18086197999212983,2.406145833333339e-07,1.5527745833333358e-06,0.001255000000000003,9.657225000000023,5.000257738020587e-07,21143260.49150187,0.8961352657004729,0.6936416045945965,0.19313971045721498,4.2688287167478265
0.04,0.03499999999999998,0.09,0.06799999999999995,9.387900000000021,0.004663007969482579,0.18037393977057115,2.3704166666666725e-07,1.5129066666666691e-06,0.0012200000000000028,9.387900000000021,5.01378700337576e-07,21700424.899531107,0.8115942028985389,0.7744538298427607,0.19248107695651354,4.176171345337652
0.04,0.03499999999999998,0.09,0.06899999999999995,9.118575000000023,0.004793084781129848,0.1799556487155561,2.3346875000000059e-07,1.4718487500000022e-06,0.0011850000000000029,9.118575000000023,5.025441109652678e-07,22305768.510521173,0.727053140096606,0.8622540617651465,0.19191657327483586,4.0975841170949465
0.04,0.03499999999999998,0.09,0.06999999999999995,8.849250000000023,0.004934791613232287,0.17961525227863867,2.2989583333333392e-07,1.4295833333333357e-06,0.001150000000000003,8.849250000000023,5.034965034965047e-07,22965235.208394017,0.6425120772946726,0.9579044130154493,0.19145719208662723,4.034802250001544
0.04,0.035999999999999976,0.09,0.06399999999999995,9.972720000000026,0.004292305425604532,0.21877786894141765,2.3116800000000076e-07,1.6435680000000025e-06,0.0012960000000000033,9.972720000000026,4.1336745775301985e-07,19975271.786746852,0.9951690821255954,0.5242342179493581,0.24430900669087466,4.2782846889663775
0.04,0.035999999999999976,0.09,0.06499999999999995,9.695700000000025,0.004392370359561049,0.2178770311429395,2.2728000000000078e-07,1.6061250000000026e-06,0.0012600000000000033,9.695700000000025,4.1507657334290704e-07,20440947.933691304,0.9082125603864639,0.5917768052669559,0.24309328321857368,4.151284574911877
0.04,0.035999999999999976,0.09,0.06599999999999995,9.418680000000025,0.004500568954974501,0.21703138809746222,2.233920000000008e-07,1.5675120000000023e-06,0.0012240000000000033,9.418680000000025,4.16693881422927e-07,20944476.02315003,0.8212560386473324,0.6648095130238034,0.24195204769169903,4.035339189681303
0.04,0.035999999999999976,0.09,0.06699999999999995,9.141660000000027,0.004617820938482468,0.21624551470959336,2.1950400000000077e-07,1.5277110000000024e-06,0.0011880000000000033,9.141660000000027,4.1820821864623466e-07,21490136.22340871,0.7342995169082015,0.7439531452745356,0.24089147416169962,3.9316963154353752
0.04,0.035999999999999976,0.09,0.06799999999999995,8.864640000000026,0.0047451919438906386,0.21552488785716248,2.1561600000000078e-07,1.4867040000000025e-06,0.0011520000000000033,8.864640000000026,4.196065354497376e-07,22082887.716720976,0.64734299516907,0.829926991599663,0.23991895393580479,3.841801922642341
0.04,0.035999999999999976,0.09,0.06899999999999995,8.587620000000026,0.004883923648105564,0.21487609881169684,2.117280000000008e-07,1.4444730000000025e-06,0.0011160000000000033,8.587620000000026,4.2087348009882186e-07,22728508.94409237,0.5603864734299385,0.9235691684858001,0.2390433822485634,3.767341139509979
0.04,0.03699999999999998,0.09,0.06299999999999996,9.764955000000022,0.004252322697848894,0.2807152386319394,2.140717500000007e-07,1.6590217500000017e-06,0.0012690000000000028,9.764955000000022,3.221615325825333e-07,19789202.582787093,0.9299516908212457,0.49724637341828154,0.3278964341640087,4.1122442534643096
0.04,0.03699999999999998,0.09,0.06399999999999995,9.480240000000027,0.004350124709208391,0.27936087257497155,2.0985066666666744e-07,1.6217226666666693e-06,0.0012320000000000035,9.480240000000027,3.2372340000000226e-07,20244347.67720248,0.8405797101449177,0.5632615160950963,0.3260686527273004,3.974330815352246
0.04,0.03699999999999998,0.09,0.06499999999999995,9.195525000000025,0.004455861208887362,0.2780625450999152,2.056295833333341e-07,1.583239583333336e-06,0.0011950000000000034,9.195525000000025,3.2523492678397683e-07,20736417.81421265,0.7512077294685876,0.6346323398176948,0.324316498023284,3.8472043660644366
0.04,0.03699999999999998,0.09,0.06599999999999995,8.910810000000025,0.004570423738819627,0.27682394157402374,2.0140850000000078e-07,1.5435540000000025e-06,0.0011580000000000032,8.910810000000025,3.2669013735849276e-07,21269561.997830946,0.661835748792258,0.7119606243158129,0.32264494363042345,3.7320734386388232
0.04,0.03699999999999998,0.09,0.06699999999999995,8.626095000000026,0.004694844422918232,0.2756494772453079,1.9718741666666745e-07,1.5026474166666692e-06,0.0011210000000000035,8.626095000000026,3.280820714797004e-07,21848583.4639962,0.572463768115929,0.7959430404087183,0.32105994813599353,3.6303373333012177
0.04,0.03699999999999998,0.09,0.06799999999999995,8.341380000000026,0.004830324822538098,0.27454446015884165,1.9296633333333412e-07,1.460501333333336e-06,0.0010840000000000034,8.341380000000026,3.29402572700299e-07,22479073.96638228,0.48309178743959935,0.8873906270840295,0.3195686749993865,3.5436252914862436
0.04,0.03699999999999998,0.09,0.06899999999999995,8.056665000000024,0.004978272199561453,0.2735153007387245,1.887452500000008e-07,1.4170972500000029e-06,0.0010470000000000032,8.056665000000024,3.306420198529435e-07,23167582.535355236,0.39371980676326923,0.9872532686298868,0.3181797753929426,3.473845732942524
0.04,0.03799999999999998,0.09,0.06099999999999996,9.864990000000022,0.004122595383808942,0.40778932846890503,2.010673333333341e-07,1.711226833333335e-06,0.0012820000000000028,9.864990000000022,2.2177052017640802e-07,19185485.44265657,0.961352657004821,0.40968204803903824,0.49938896478058303,4.202811031873122
0.04,0.03799999999999998,0.09,0.06199999999999996,9.572580000000023,0.004211017908740031,0.4055092395338786,1.964946666666674e-07,1.6752946666666683e-06,0.001244000000000003,9.572580000000023,2.2301748685403667e-07,19596980.84953809,0.8695652173912938,0.46936615389769826,0.4963118762726094,4.043739836241887
0.04,0.03799999999999998,0.09,0.06299999999999996,9.280170000000021,0.004306411056721629,0.40328987175313885,1.9192200000000076e-07,1.6381845000000018e-06,0.0012060000000000026,9.280170000000021,2.2424478726382318e-07,20040915.721031398,0.7777777777777656,0.5337553437196536,0.49331673385155206,3.894160754624156
0.04,0.03799999999999998,0.09,0.06399999999999995,8.987760000000025,0.004409522965771119,0.40113356062047073,1.8734933333333416e-07,1.599877333333336e-06,0.0011680000000000032,8.987760000000025,2.2545022500000224e-07,20520771.696663376,0.685990338164239,0.6033546013725475,0.4904066893774002,3.755086906615212
0.04,0.03799999999999998,0.09,0.06499999999999995,8.695350000000026,0.004521214474545035,0.3990431413520736,1.827766666666675e-07,1.560354166666669e-06,0.0011300000000000034,8.695350000000026,2.2663126395435598e-07,21040554.895389635,0.5942028985507118,0.6787449822553717,0.48758556910931866,3.6276842292721976
0.04,0.03799999999999998,0.09,0.06599999999999995,8.402940000000024,0.004642481188256609,0.39702204876448505,1.7820400000000082e-07,1.5195960000000025e-06,0.0010920000000000031,8.402940000000024,2.2778496000000226e-07,21604898.60462909,0.5024154589371836,0.7605985075186907,0.48485800849565897,3.513301400344591
0.04,0.03799999999999998,0.09,0.06699999999999995,8.110530000000026,0.0047744809361070575,0.3950744433772343,1.7363133333333416e-07,1.477583833333336e-06,0.0010540000000000033,8.110530000000026,2.2890787549774583e-07,22219191.0599996,0.41062801932365645,0.8496966974896561,0.4822296223554897,3.413507075305771
0.04,0.03799999999999998,0.09,0.06799999999999995,7.818120000000027,0.004918568222715577,0.393205372076562,1.6905866666666748e-07,1.4342986666666694e-06,0.0010160000000000034,7.818120000000027,2.2999597136564103e-07,22889735.773302402,0.3188405797101293,0.9469538259592627,0.47970722170193125,3.3301366127508447
0.05,0.041999999999999975,0.09,0.07699999999999994,9.74187000000003,0.004900338137041019,0.0856707865204291,4.621020000000014e-07,1.4396345000000044e-06,0.001266000000000004,9.74187000000003,1.055618317165465e-06,22804897.701465126,0.9227053140096542,0.9346487446006304,0.06467466552305015,4.702088096753274
0.05,0.042999999999999976,0.09,0.07499999999999994,9.81112500000003,0.004623661382488467,0.0914735528837108,4.405812500000014e-07,1.525781250000004e-06,0.001275000000000004,9.81112500000003,9.886535358685248e-07,21517316.1290322,0.9444444444444371,0.7478953724229609,0.07250577483489062,4.401629853014124
0.05,0.042999999999999976,0.09,0.07599999999999994,9.48024000000003,0.004817127345904444,0.09215278817282341,4.339556666666681e-07,1.4645026666666707e-06,0.001232000000000004,9.48024000000003,9.81366416470591e-07,22417656.346591316,0.8405797101449188,0.8784824943080873,0.07342243517661291,4.352126554227544
0.05,0.04399999999999998,0.09,0.07299999999999994,9.91116000000003,0.004378795151741662,0.10076145011716968,4.1929733333333474e-07,1.6111043333333374e-06,0.001288000000000004,9.91116000000003,8.975223301349351e-07,20377772.451318536,0.9758454106280123,0.582613708633185,0.08504023408394833,4.177803883234355
0.05,0.04399999999999998,0.09,0.07399999999999994,9.57258000000003,0.004546492772827093,0.1010958515972947,4.1219866666666806e-07,1.551678666666671e-06,0.0012440000000000038,9.57258000000003,8.945535357590994e-07,21158193.51343356,0.8695652173912961,0.6958075195643767,0.08549152479271628,4.085802216095358
0.05,0.04399999999999998,0.09,0.07499999999999994,9.234000000000032,0.004732709999999987,0.10155334983249183,4.051000000000014e-07,1.4906250000000043e-06,0.001200000000000004,9.234000000000032,8.905235686080976e-07,22024799.999999937,0.7632850241545803,0.8215018345362103,0.0861089404295879,4.01896768196575
0.05,0.04399999999999998,0.09,0.07599999999999994,8.89542000000003,0.004940535363584441,0.10215877535974456,3.9800133333333474e-07,1.4279213333333376e-06,0.0011560000000000038,8.89542000000003,8.852460415512493e-07,22991965.12693036,0.6570048309178635,0.9617813731487502,0.08692599098569775,3.9815032300367887
0.05,0.04499999999999997,0.09,0.07199999999999994,9.695700000000036,0.00430736945680843,0.11509002893502357,3.907500000000018e-07,1.6378200000000042e-06,0.0012600000000000046,9.695700000000036,7.857818121498123e-07,20045375.86547967,0.9082125603864672,0.5344022518720747,0.10437733297456732,3.8978195178781183
0.05,0.04499999999999997,0.09,0.07299999999999994,9.349425000000037,0.004468713047795267,0.11522237663615324,3.831562500000018e-07,1.5786862500000044e-06,0.0012150000000000047,9.349425000000037,7.848792407963684e-07,20796226.926027834,0.7995169082125535,0.6433071714226015,0.10455594249454998,3.7897210099774132
0.05,0.04499999999999997,0.09,0.07399999999999994,9.003150000000034,0.004647637767555375,0.11545861436068384,3.7556250000000177e-07,1.5179100000000046e-06,0.0011700000000000044,9.003150000000034,7.83273313972253e-07,21628895.98197515,0.690821256038638,0.7640791344853599,0.10487475654436007,3.705496793630994
0.05,0.04499999999999997,0.09,0.07499999999999994,8.656875000000035,0.004847026666666652,0.11581780028181864,3.679687500000018e-07,1.4554687500000045e-06,0.0011250000000000045,8.656875000000035,7.808441472457666e-07,22556799.99999993,0.5821256038647241,0.8986641643843989,0.10535949503555272,3.6490646353985228
0.05,0.04599999999999997,0.09,0.06999999999999995,9.849600000000029,0.004095218175551463,0.13738054697885332,3.6970666666666837e-07,1.72266666666667e-06,0.0012800000000000038,9.849600000000029,6.582857142857185e-07,19058079.04411761,0.956521739130427,0.3912027725713071,0.1344594476920144,3.7864302102259093
0.05,0.04599999999999997,0.09,0.07099999999999995,9.495630000000029,0.004235762632008027,0.13720150359933786,3.61595333333335e-07,1.6655078333333368e-06,0.0012340000000000038,9.495630000000029,6.591447551553919e-07,19712136.348403003,0.8454106280193145,0.4860685347007945,0.13421782013219757,3.6425867735917303
0.05,0.04599999999999997,0.09,0.07199999999999994,9.141660000000035,0.004390754709450819,0.1371003636901484,3.534840000000018e-07,1.6067160000000043e-06,0.0011880000000000046,9.141660000000035,6.59631010909095e-07,20433429.118773893,0.7342995169082043,0.5906862615137132,0.13408132701235323,3.5183524007643925
0.05,0.04599999999999997,0.09,0.07299999999999994,8.787690000000035,0.004562401267664965,0.13708894510544523,3.4537266666666846e-07,1.546268166666671e-06,0.0011420000000000046,8.787690000000035,6.596859537242512e-07,21232227.506030858,0.6231884057970918,0.7065455559492847,0.13406591708898236,3.4167222463788267
0.05,0.04599999999999997,0.09,0.07399999999999994,8.433720000000035,0.0047533854662651035,0.13718207079132547,3.3726133333333516e-07,1.484141333333338e-06,0.0010960000000000045,8.433720000000035,6.592381276595787e-07,22121018.23635837,0.5120772946859793,0.8354575174145951,0.13419159463314181,3.34133851352027
0.05,0.04599999999999997,0.09,0.07499999999999994,8.079750000000034,0.004967002574257411,0.13739856882681067,3.291500000000018e-07,1.4203125000000045e-06,0.0010500000000000045,8.079750000000034,6.581993704092382e-07,23115136.633663293,0.40096618357486685,0.9796464115518052,0.13448376903334022,3.296675142861551
0.05,0.04699999999999997,0.09,0.06899999999999995,9.672615000000029,0.004029321269265212,0.17524999610391567,3.4051775000000167e-07,1.7508397500000034e-06,0.0012570000000000038,9.672615000000029,5.160379658057895e-07,18751412.00101262,0.9009661835748708,0.34672317946296816,0.18556607117320317,3.5819109808237517
0.05,0.04699999999999997,0.09,0.06999999999999995,9.31095000000003,0.004164314532195379,0.17476112154132395,3.31865833333335e-07,1.6940833333333367e-06,0.001210000000000004,9.31095000000003,5.174815239186526e-07,19379635.49608929,0.7874396135265608,0.43784195492441336,0.1849063116895784,3.4229090621180878
0.05,0.04699999999999997,0.09,0.07099999999999995,8.94928500000003,0.004312999839312677,0.1743429496290918,3.232139166666683e-07,1.6356819166666703e-06,0.0011630000000000039,8.94928500000003,5.187227340671686e-07,20071578.199571457,0.6739130434782502,0.5382026901164038,0.18434196879675524,3.2824864794643136
0.05,0.04699999999999997,0.09,0.07199999999999994,8.587620000000035,0.004477432162074154,0.1740048530504867,3.1456200000000173e-07,1.5756120000000044e-06,0.0011160000000000046,8.587620000000035,5.197306276894339e-07,20836803.413530685,0.5603864734299413,0.6491924652436096,0.18388569137676994,3.1634300421538133
0.05,0.04699999999999997,0.09,0.07299999999999994,8.225955000000035,0.004660102028211609,0.1737584730716696,3.0591008333333515e-07,1.5138500833333376e-06,0.0010690000000000044,8.225955000000035,5.204675771962813e-07,21686901.405527707,0.44685990338163073,0.7724923555852595,0.18355318987221608,3.0691176111876275
0.05,0.04699999999999997,0.09,0.07399999999999994,7.864290000000036,0.004864057359798087,0.17361842640588315,2.9725816666666847e-07,1.4503726666666713e-06,0.0010220000000000047,7.864290000000036,5.208874044596957e-07,22636056.411248714,0.3333333333333207,0.9101596706764332,0.18336419023310047,3.003683531585929
0.05,0.047999999999999966,0.09,0.06699999999999995,9.880380000000033,0.0038456777427051552,0.25293169097319534,3.2002800000000194e-07,1.8344480000000036e-06,0.0012840000000000043,9.880380000000033,3.5754970501707974e-07,17896782.84693812,0.9661835748792205,0.22276608043181,0.2904012146143961,3.6344841001156776
0.05,0.047999999999999966,0.09,0.06799999999999995,9.511020000000034,0.003963819997027702,0.25183340023169226,3.108120000000019e-07,1.7797720000000033e-06,0.0012360000000000045,9.511020000000034,3.5910904357299064e-07,18446586.135752186,0.8502415458937124,0.30251063442258186,0.2889190190003668,3.4446649255266677
0.05,0.047999999999999966,0.09,0.06899999999999995,9.141660000000034,0.004093323587698952,0.25079760581692084,3.015960000000019e-07,1.7234640000000033e-06,0.0011880000000000042,9.141660000000034,3.6059216435644167e-07,19049262.12557961,0.7342995169082037,0.3899239493072584,0.2875211651529337,3.2702676144920613
0.05,0.047999999999999966,0.09,0.06999999999999995,8.772300000000033,0.004235782554037817,0.24983037055165297,2.9238000000000193e-07,1.6655000000000038e-06,0.0011400000000000043,8.772300000000033,3.6198822143699063e-07,19712229.060342193,0.6183574879226951,0.4860819818234119,0.2862158351399059,3.113452262554815
0.05,0.047999999999999966,0.09,0.07099999999999995,8.402940000000035,0.0043931061338936895,0.24893912081924818,2.831640000000019e-07,1.6058560000000036e-06,0.0010920000000000044,8.402940000000035,3.632842086021564e-07,20444372.035848748,0.502415458937187,0.5922734438009902,0.28501305121898596,2.9768063156325275
0.05,0.047999999999999966,0.09,0.07199999999999994,8.033580000000038,0.004567600714110888,0.2481330224719021,2.7394800000000205e-07,1.5445080000000047e-06,0.001044000000000005,8.033580000000038,3.6446439331620134e-07,21256424.375917703,0.3864734299516794,0.7100551177077482,0.2839251831438372,2.8634557084143717
0.05,0.047999999999999966,0.09,0.07299999999999994,7.66422000000004,0.004762078747961418,0.24742348952452348,2.647320000000022e-07,1.4814320000000046e-06,0.0009960000000000051,7.66422000000004,3.655095628581117e-07,22161474.50574842,0.27053140096617156,0.8413253745632836,0.28296763467067554,2.7772125866957573
0.05,0.047999999999999966,0.09,0.07399999999999994,7.294860000000037,0.0049800055934827074,0.24682488372283226,2.5551600000000217e-07,1.4166040000000049e-06,0.0009480000000000048,7.294860000000037,3.6639600567376475e-07,23175649.2993101,0.15458937198066205,0.9884232879928436,0.28215978765870403,2.7227744795863775
0.060000000000000005,0.05199999999999997,0.09,0.07899999999999993,9.941940000000045,0.004676636894864253,0.06322067596120964,6.943306666666695e-07,1.5084976666666732e-06,0.0012920000000000058,9.941940000000045,1.430475870780405e-06,21763850.369451366,0.9855072463768092,0.783653185163744,0.03437717311242612,4.558205282570341
0.060000000000000005,0.05199999999999997,0.09,0.07999999999999993,9.541800000000045,0.0049460358801705784,0.06476054151974613,6.826133333333361e-07,1.42633333333334e-06,0.0012400000000000059,9.541800000000045,1.3964622496147975e-06,23017563.098854765,0.8599033816425081,0.965494153511675,0.03645529495285426,4.547153746903729
0.060000000000000005,0.052999999999999964,0.09,0.07799999999999994,9.741870000000045,0.004554172682403916,0.06708375045341643,6.522995000000029e-07,1.5490620000000056e-06,0.0012660000000000058,9.741870000000045,1.3481007082294323e-06,21193933.812849246,0.9227053140096586,0.7009913631214935,0.03959057595071395,4.209689244222677
0.060000000000000005,0.052999999999999964,0.09,0.07899999999999993,9.334035000000052,0.004807579773572857,0.06827386847134564,6.398930833333364e-07,1.4674110833333403e-06,0.0012130000000000066,9.334035000000052,1.3246012496698173e-06,22373224.431031574,0.7946859903381618,0.8720380015934115,0.041196696843564064,4.1693306710448725
0.060000000000000005,0.053999999999999965,0.09,0.07599999999999994,9.972720000000049,0.0042253605898809644,0.07234396799134268,6.22728000000003e-07,1.6696080000000056e-06,0.0012960000000000063,9.972720000000049,1.2500786728723466e-06,19663727.95290864,0.9951690821256027,0.47904728548921977,0.04668948980742563,3.990291307162673
0.060000000000000005,0.053999999999999965,0.09,0.07699999999999994,9.557190000000048,0.004435237766184663,0.07306317209105323,6.09606000000003e-07,1.5906015000000057e-06,0.0012420000000000061,9.557190000000048,1.2377734077057851e-06,20640441.681967407,0.8647342995169054,0.6207117721976554,0.047660089960827615,3.8832865329068547
0.060000000000000005,0.053999999999999965,0.09,0.07799999999999994,9.141660000000046,0.0046734819927380525,0.0739660897565361,5.964840000000031e-07,1.5095160000000056e-06,0.0011880000000000059,9.141660000000046,1.2226636800000058e-06,21749168.27645409,0.7342995169082076,0.7815236654217939,0.04887862031261474,3.814824501880825
0.060000000000000005,0.053999999999999965,0.09,0.07899999999999993,8.726130000000051,0.004946066511337333,0.07510156226548372,5.833620000000032e-07,1.426324500000007e-06,0.0011340000000000065,8.726130000000051,1.2041780326386222e-06,23017705.648328863,0.603864734299512,0.9655148291687047,0.05041099449097641,3.7930348557269222
0.060000000000000005,0.054999999999999966,0.09,0.07499999999999994,9.811125000000047,0.004122163188167613,0.08171554195655141,5.801562500000029e-07,1.7114062500000053e-06,0.0012750000000000062,9.811125000000047,1.1067129866803343e-06,19183474.1166803,0.9444444444444421,0.4093903213502923,0.059336874787447966,3.711450850821359
0.060000000000000005,0.054999999999999966,0.09,0.07599999999999994,9.387900000000045,0.004320012641404087,0.08221820238015023,5.662916666666697e-07,1.6330266666666721e-06,0.0012200000000000058,9.387900000000045,1.0999468351155637e-06,20104213.954456687,0.8115942028985462,0.5429362444083188,0.060015238946454406,3.5806703364587307
